appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
673060,Floor Plan: Hands-On Edition,Turbo Button,Turbo Button,,101,11,0,"0 .. 20,000",28,0,28,0,599.0,599.0,0.0,0
673130,AMID EVIL,Indefatigable,New Blood Interactive,,6709,448,0,"1,000,000 .. 2,000,000",259,24,87,24,599.0,1999.0,70.0,9
673190,All-Star Fruit Racing,3DClouds,3DClouds,,193,94,0,"50,000 .. 100,000",186,0,211,0,199.0,1999.0,90.0,0
673210,Frontier Pilot Simulator,RAZAR s.r.o.,RAZAR s.r.o.,,641,275,0,"50,000 .. 100,000",835,0,1207,0,2499.0,2499.0,0.0,2
673260,Starblast,Neuronality,Neuronality,,819,180,0,"100,000 .. 200,000",2209,0,2209,0,999.0,999.0,0.0,39
673450,Time Lock VR 1,WR-VRG,Whale Rock Games,,472,189,0,"50,000 .. 100,000",4157,0,11,0,124.0,2499.0,95.0,1
673560,IOSoccer,IOSoccer Team,IOSoccer Team,,2287,522,0,"200,000 .. 500,000",92,0,44,0,0.0,0.0,0.0,28
673610,Airport CEO,Apog Labs,Apog Labs,,6433,1251,0,"500,000 .. 1,000,000",3372,382,1136,367,2499.0,2499.0,0.0,182
673740,Space Battlecruiser,Less Describable Games,Less Describable Games,,58,12,0,"0 .. 20,000",0,0,0,0,499.0,499.0,0.0,0
673740,Space Battlecruiser,Less Describable Games,Less Describable Games,,58,12,0,"0 .. 20,000",0,0,0,0,499.0,499.0,0.0,0
673750,Super Bunny Man,Catobyte,Catobyte Ltd,,8567,1316,0,"500,000 .. 1,000,000",252,112,167,140,1499.0,1499.0,0.0,131
673830,VR STOCK CAR RACERS,SAT-BOX,SAT-BOX,,10,7,0,"0 .. 20,000",23,0,23,0,239.0,1199.0,80.0,0
673850,Neofeud,Silver Spook Games,Silver Spook Games,,218,37,0,"50,000 .. 100,000",20,0,33,0,1499.0,1499.0,0.0,0
673880,"Warhammer 40,000: Mechanicus",Bulwark Studios,Kasedo Games,,12368,1141,0,"500,000 .. 1,000,000",493,0,197,0,2999.0,2999.0,0.0,180
673900,Avem33,WaVR,WaVR,,27,17,0,"50,000 .. 100,000",825,0,825,0,0.0,0.0,0.0,0
673950,Farm Together,Milkstone Studios,Milkstone Studios,,20462,1266,0,"1,000,000 .. 2,000,000",4105,46,1236,46,699.0,1999.0,65.0,311
674020,World War 3,Wishlist Games,Wishlist Games,,29495,25034,0,"2,000,000 .. 5,000,000",956,57,246,57,0.0,0.0,0.0,59
674090,Sky Haven Tycoon - Airport Simulator,Real Welders,Real Welders,,785,511,0,"50,000 .. 100,000",384,0,294,0,1949.0,1949.0,0.0,14
674130,Bare Metal,Michael McCartney,Blue Mana,,78,13,0,"0 .. 20,000",126,0,34,0,0.0,0.0,0.0,0
674140,Bugsnax,Young Horses,Young Horses,,7185,195,0,"500,000 .. 1,000,000",446,0,195,0,2499.0,2499.0,0.0,97
674190,Conquest of the New World,Quicksilver Software,Interplay,,92,4,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,8
674230,Light of the Mountain,Songhouse Games,Songhouse Games,,11,4,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
674500,Total Tank Simulator,Noobz from Poland,505 Games,,6399,1710,0,"200,000 .. 500,000",391,57,219,57,799.0,1999.0,60.0,44
674520,Fight'N Rage,sebagamesdev,sebagamesdev,,2712,262,0,"200,000 .. 500,000",237,117,156,117,699.0,1999.0,65.0,4
674750,Yet Another Zombie Defense HD,Awesome Games Studio,Awesome Games Studio,,2511,473,0,"200,000 .. 500,000",145,0,83,0,399.0,399.0,0.0,13
674850,2MD: VR Football Classic,"Truant pixel, LLC","Truant Pixel, LLC",,137,12,0,"0 .. 20,000",168,0,168,0,1299.0,1299.0,0.0,0
674910,Testbed Terror,Lever Studios,Lever Studios,,8,1,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
674930,Boyfriend Dungeon,Kitfox Games,Kitfox Games,,2271,200,0,"100,000 .. 200,000",402,0,487,0,1999.0,1999.0,0.0,9
674940,Stick Fight: The Game,Landfall West,Landfall,,114720,7938,0,"2,000,000 .. 5,000,000",433,54,201,57,499.0,499.0,0.0,265
675010,MudRunner,Saber Interactive,Focus Entertainment,,34349,3347,0,"1,000,000 .. 2,000,000",1117,100,312,150,1999.0,1999.0,0.0,280
675120,Crusader Crash,Obadiah D Luna,Obadiah D Luna,,7,1,0,"0 .. 20,000",31,0,31,0,399.0,399.0,0.0,0
675170,303 Squadron: Battle of Britain,Atomic Jelly,"Atomic Jelly, Movie Games S.A.",,261,158,0,"20,000 .. 50,000",277,0,277,0,999.0,999.0,0.0,0
675220,SoulFrost,Xitilon,Xitilon,,15,9,0,"0 .. 20,000",183,0,366,0,499.0,499.0,0.0,0
675260,Batman: The Enemy Within - The Telltale Series,Telltale,Telltale,,8401,738,0,"500,000 .. 1,000,000",629,224,641,224,1499.0,1499.0,0.0,50
675270,Rockets Are Super Hard,Propulsion Games,Propulsion Games,,17,5,0,"20,000 .. 50,000",0,0,0,0,1199.0,1199.0,0.0,0
675360,Forbidden Love,"Accela,Inc.",Dogenzaka Lab,,8,10,0,"0 .. 20,000",0,0,0,0,1599.0,1599.0,0.0,0
675490,Artifact Adventure Gaiden,bluffman,PLAYISM,,44,8,0,"0 .. 20,000",2,0,2,0,999.0,999.0,0.0,1
675560,NAVYFIELD,SDEnterNET,Naiadgames,,494,240,0,"200,000 .. 500,000",167,0,206,0,0.0,0.0,0.0,23
675610,Memories Off,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",,159,11,0,"0 .. 20,000",1019,0,1019,0,999.0,999.0,0.0,3
675620,Alter Cosmos,Pyramid Games,Pyramid Lab,,17,8,0,"20,000 .. 50,000",825,0,825,0,299.0,299.0,0.0,0
675660,Relic Keepers,Idea Cabin,Idea Cabin,,2,17,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
675690,Tribal Wars,InnoGames,InnoGames,,531,207,0,"100,000 .. 200,000",3646,0,1053,0,0.0,0.0,0.0,66
675870,Ruby Hunter,Bence Sipka,Bence Sipka,,12,3,0,"0 .. 20,000",1977,0,1977,0,0.0,0.0,0.0,0
675910,Visual Out,MadameBerry Games LLC,MadameBerry Games LLC,,12,3,0,"0 .. 20,000",23,0,23,0,999.0,999.0,0.0,0
676090,Legend Of Mercy 神医魔导,SPG Mistarille,SPG Mistarille,,340,110,0,"0 .. 20,000",336,0,336,0,399.0,399.0,0.0,0
676090,Legend Of Mercy 神医魔导,SPG Mistarille,SPG Mistarille,,340,110,0,"0 .. 20,000",336,0,336,0,399.0,399.0,0.0,0
676430,PUSH,"Maciej Targoni, Hamster On Coke Games","Hamster On Coke Games, Maciej Targoni",,592,87,0,"50,000 .. 100,000",38,0,38,0,99.0,199.0,50.0,0
676500,Time Warpers,Proton Studio Inc,Proton Studio Inc,,448,88,0,"100,000 .. 200,000",8304,0,7934,0,1999.0,1999.0,0.0,20
676840,Contagion VR: Outbreak,"Monochrome, Inc","Monochrome, Inc",,443,252,0,"50,000 .. 100,000",108,0,147,0,999.0,999.0,0.0,1
677080,Dungeon Manager ZV: Resurrection,StudioGIW,Zoo Corporation,,10,0,0,"0 .. 20,000",0,0,0,0,1299.0,1299.0,0.0,1
677120,Heroes of Hammerwatch,Crackshell,Team17,,8061,1123,0,"500,000 .. 1,000,000",1622,2,687,2,1199.0,1199.0,0.0,50
677160,We Were Here Too,Total Mayhem Games,Total Mayhem Games,,7976,1949,0,"500,000 .. 1,000,000",216,0,182,0,999.0,999.0,0.0,78
677220,Silver Tale,Playcademy,Shaman Game Studios,,61,26,0,"20,000 .. 50,000",0,0,0,0,699.0,699.0,0.0,2
677310,MyMoney,edisonlee55,edisonlee55,,26,13,0,"50,000 .. 100,000",407,0,407,0,0.0,0.0,0.0,0
677340,The Colonists,Codebyfire,Mode 7,,995,166,0,"50,000 .. 100,000",826,0,867,0,2499.0,2499.0,0.0,19
677450,Medieval Shopkeeper Simulator,David Moralejo Sánchez,GrabTheGames,,169,107,0,"20,000 .. 50,000",1897,0,2840,0,0.0,0.0,0.0,1
677620,Splitgate: Arena Warfare,1047 Games,1047 Games,,102336,9404,0,"5,000,000 .. 10,000,000",649,1,231,1,0.0,0.0,0.0,185
677680,DEFENDER OF EARTH VS THE ALIEN ARMADA,MONKEY WRENCH STUDIO INC.,MONKEY WRENCH STUDIO INC.,,2,3,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
677680,DEFENDER OF EARTH VS THE ALIEN ARMADA,MONKEY WRENCH STUDIO INC.,MONKEY WRENCH STUDIO INC.,,2,3,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
677810,Wing of Misadventure,Allyson de Souza Bacon,4Tabern,,232,172,0,"100,000 .. 200,000",108,0,129,0,0.0,0.0,0.0,0
677910,Life on Mars Remake,Oscar Kenneth Albero Ingles,Oscar Kenneth Albero Ingles,,38,3,0,"0 .. 20,000",0,0,0,0,1799.0,1799.0,0.0,0
677920,Acucalypse,Trifulca Force,Trifulca Force,,3,11,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
678030,FAST & FURIOUS CROSSROADS,Slightly Mad Studios,BANDAI NAMCO Entertainment Europe,,77,87,0,"0 .. 20,000",114,0,114,0,0.0,0.0,0.0,0
678310,Pinball Deluxe: Reloaded,Made of Bits,Made of Bits,,174,7,0,"0 .. 20,000",0,0,0,0,799.0,799.0,0.0,3
678390,Office Management 101,tulevik.EU,tulevik.EU,,62,27,0,"0 .. 20,000",0,0,0,0,1999.0,1999.0,0.0,0
678430,Mayan Prophecies: Cursed Island Collector's Edition,EleFun Games,Big Fish Games,,2,0,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
678440,Dark Parables: Queen of Sands Collector's Edition,Eipix Entertainment,Big Fish Games,,27,0,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
678800,SAS: Zombie Assault 4,Ninja Kiwi,Ninja Kiwi,,7854,1258,0,"1,000,000 .. 2,000,000",894,6,65,6,0.0,0.0,0.0,205
678900,Farmer's Dynasty,UMEO Studios,Toplitz Productions,,3038,1003,0,"200,000 .. 500,000",885,0,520,0,1999.0,1999.0,0.0,31
678930,Square Route,Battenberg Software,Battenberg Software,,2,0,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
678950,DRAGON BALL FighterZ,Arc System Works,Bandai Namco Entertainment,,65978,6998,0,"2,000,000 .. 5,000,000",2804,352,555,617,959.0,5999.0,84.0,511
678960,CODE VEIN,Bandai Namco Studios,Bandai Namco Entertainment,,48327,8991,0,"2,000,000 .. 5,000,000",1379,177,814,274,5999.0,5999.0,0.0,443
679090,9th Dawn Classic - Clunky controls edition,Valorware,Valorware,,24,5,0,"0 .. 20,000",0,0,0,0,299.0,299.0,0.0,0
679100,Aequitas Orbis,Ludi Dorici,Ludi Dorici,,1,0,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
679110,Werewolf: The Apocalypse - Earthblood,Cyanide Studio,Nacon,,871,389,0,"200,000 .. 500,000",132,0,175,0,299.0,2999.0,90.0,2
679400,Relik,Iron 27,Iron 27,,140,36,0,"50,000 .. 100,000",79,0,59,0,0.0,0.0,0.0,0
679410,The Adventures of Clive McMulligan on Planet Zeta Four,Broke Astronaut,Broke Astronaut,,12,0,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
679520,Memories Off 2nd,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",,155,9,0,"0 .. 20,000",1406,0,1425,0,499.0,999.0,50.0,3
679550,CyberLink PhotoDirector 9 Ultra,CyberLink,"Koch Media , CyberLink",,9,1,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
679620,Rollercoaster Xperience,Xperiencia Virtual,Xperiencia Virtual,,12,7,0,"0 .. 20,000",0,0,0,0,299.0,299.0,0.0,0
679620,Rollercoaster Xperience,Xperiencia Virtual,Xperiencia Virtual,,12,7,0,"0 .. 20,000",0,0,0,0,299.0,299.0,0.0,0
679900,Swords & Souls: Neverseen,SoulGame Studio,Armor Games Studios,,5047,363,0,"500,000 .. 1,000,000",992,0,648,0,1499.0,1499.0,0.0,188
680030,Gone Viral,Skullbot Games,"Akupara Games, Surefire.Games",,55,19,0,"0 .. 20,000",265,0,314,0,1999.0,1999.0,0.0,0
680140,Tetsoidea Eternal,Brewsterland Studios,Brewsterland Studios,,0,4,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
680310,Poker World - Single Player,Playtika Ltd.,Playtika Ltd.,,182,212,0,"100,000 .. 200,000",125,0,128,0,0.0,0.0,0.0,20
680360,Regions Of Ruin,Gameclaw Studio,Raw Fury,,3919,601,0,"200,000 .. 500,000",189,0,37,0,1199.0,1199.0,0.0,8
680420,OUTRIDERS,People Can Fly,Square Enix,,40267,20201,0,"2,000,000 .. 5,000,000",2738,0,1656,0,999.0,1999.0,50.0,178
680450,DAMN!,7 Raven Studios,Back To Basics Gaming ,,5,2,0,"0 .. 20,000",251,0,251,0,399.0,399.0,0.0,0
681100,Supermagical,Super Awesome Hyper Dimensional Mega Team,Super Awesome Hyper Dimensional Mega Team,,41,11,0,"50,000 .. 100,000",0,0,0,0,399.0,399.0,0.0,0
681110,Eagle Island Twist,Pixelnicks,Retroware,,176,46,0,"0 .. 20,000",14,0,14,0,999.0,999.0,0.0,0
681110,Eagle Island Twist,Pixelnicks,Retroware,,176,46,0,"0 .. 20,000",14,0,14,0,999.0,999.0,0.0,0
681280,Descenders,RageSquid,No More Robots,,18141,1092,0,"500,000 .. 1,000,000",592,0,141,0,2499.0,2499.0,0.0,190
681330,Helium Rain,Deimos Games,Deimos Games,,234,64,0,"50,000 .. 100,000",537,0,599,0,0.0,0.0,0.0,3
681660,Bless Online,NEOWIZ BLESS STUDIO,NEOWIZ,,3683,6185,0,"1,000,000 .. 2,000,000",3579,0,222,0,0.0,0.0,0.0,0
681670,Elly The Jelly,Seize Studios,Seize Studios,,1,3,0,"0 .. 20,000",3,0,3,0,99.0,99.0,0.0,0
681720,BoxMaker,Silver Moon Internet,Silver Moon Internet,,33,77,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
681730,Nowhere Prophet,Sharkbomb Studios,No More Robots,,803,317,0,"50,000 .. 100,000",408,0,179,0,999.0,2499.0,60.0,4
681820,(Chinese PaladinSword and Fairy 4),"Softstar Technology (Shanghai) Co., Ltd.","Beijing New Era Network Technology Co., Ltd.",99.0,492,108,81,"20,000 .. 50,000",817,0,274,0,599.0,599.0,0.0,150
681830,(Chinese PaladinSword and Fairy 5),"Softstar Technology (Beijing) Co.,Ltd","Beijing New Era Network Technology Co., Ltd.",99.0,76,36,67,"0 .. 20,000",566,0,529,0,599.0,599.0,0.0,11
681840, Chinese PaladinSword and Fairy 5 Prequel,"Softstar Technology (Beijing) Co.,Ltd","Beijing New Era Network Technology Co., Ltd.",99.0,90,31,74,"20,000 .. 50,000",1489,0,584,0,629.0,699.0,10.0,21
682010,Solmec: Colony Adrift,Octopus 8 Studios,Octopus 8 Studios,,0,2,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
682130,Discord Bot Maker,Robert Borghese,Robert Borghese,,2167,315,0,"100,000 .. 200,000",13349,0,3441,0,999.0,999.0,0.0,46
682160,Butterbies,"Raquel Perez, Jorge Alvarez, Oscar Crespo, Tom Mallet, Niall McShane",Parakite LTD,,9,2,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
682170,Witchkin,Coven Games,Coven Games,,51,14,0,"0 .. 20,000",135,0,135,0,499.0,499.0,0.0,0
682290,Zeus' Battlegrounds,Industry Games,Industry Games,,512,384,0,"200,000 .. 500,000",226,0,51,0,0.0,0.0,0.0,0
682490,鬼山 / A Ghost Around Me,橙光游戏,橙光游戏,,58,33,0,"20,000 .. 50,000",0,0,0,0,279.0,399.0,30.0,0
682530,MarZ: Tactical Base Defense,Giant Grey,Giant Grey,,680,186,0,"50,000 .. 100,000",227,0,413,0,2199.0,2199.0,0.0,0
682550,ワールド・ネバーランド２～プルト共和国物語～EXPERIENCE OF FICTION LIFE,althi Inc.,althi Inc.,,29,16,0,"0 .. 20,000",0,0,0,0,2499.0,2499.0,0.0,3
682990,Drug Dealer Simulator,Byterunners,Movie Games S.A.,,18054,6004,0,"1,000,000 .. 2,000,000",1128,174,331,174,1999.0,1999.0,0.0,89
683320,GRIS,Nomada Studio,Devolver Digital,,80404,3044,0,"2,000,000 .. 5,000,000",228,166,164,287,299.0,1499.0,80.0,67
683340,Disassembled,Reversed Interactive,Reversed Interactive,,4,0,0,"0 .. 20,000",0,0,0,0,599.0,599.0,0.0,0
683630,Half Past Disaster,Golden Age Creative,Golden Age Creative,,6,0,0,"0 .. 20,000",954,0,954,0,999.0,999.0,0.0,0
683770,Rover Builder,Hatfuls Games,PQube,,56,21,0,"20,000 .. 50,000",758,0,758,0,999.0,999.0,0.0,0
683790,Tractorball,Ninja Whale Studios,Ninja Whale Studios,,12,7,0,"0 .. 20,000",0,0,0,0,699.0,699.0,0.0,0
683830,Weable,SPECTRUM GAMES,Valkyrie Initiative,,324,99,0,"200,000 .. 500,000",265,0,299,0,99.0,99.0,0.0,2
683900,RollerCoaster Tycoon Classic,Origin8 Technologies Ltd.,Atari,,2334,237,0,"200,000 .. 500,000",540,579,238,579,499.0,1999.0,75.0,236
683940,Lawgivers,Damian Bernardi,SomniumSoft,,325,60,0,"20,000 .. 50,000",0,0,0,0,699.0,699.0,0.0,3
683960,Tower And Guardian 塔与守护者,ShenZheng,ShenZheng,,0,1,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
684330,Impromptu Vector Field Painter,Impromptu Games,Impromptu Games,,5,0,0,"0 .. 20,000",0,0,0,0,1999.0,1999.0,0.0,0
684380,MermaidVR Video Player,Mermaid VR Inc.,Mermaid VR Inc.,,111,52,0,"50,000 .. 100,000",237,0,352,0,0.0,0.0,0.0,1
684410,Bridge Constructor Portal,ClockStone,Headup,,6123,555,0,"200,000 .. 500,000",343,144,156,144,999.0,999.0,0.0,40
684450,Surviving the Aftermath,Iceflake Studios,Paradox Interactive,,3084,1279,0,"200,000 .. 500,000",520,0,170,0,2999.0,2999.0,0.0,96
684570,Dr. Dungeon's MADMAN!,Robert J. Deutsch,Robert J. Deutsch,,4,1,0,"0 .. 20,000",0,0,0,0,1499.0,1499.0,0.0,0
684580,Shoppe Keep 2,Strange Fire,Excalibur Publishing,,1250,970,0,"200,000 .. 500,000",345,0,218,0,339.0,999.0,66.0,3
684680,Polygoneer,NukGames,NukGames,,1319,345,0,"200,000 .. 500,000",53,0,24,0,499.0,499.0,0.0,5
684690,Grid Cartographer,David Walters,David Walters,,69,2,0,"0 .. 20,000",0,0,0,0,4999.0,4999.0,0.0,0
685240,Paradiddle,Emre Tanirgan,Emre Tanirgan,,543,51,0,"20,000 .. 50,000",297,0,175,0,2499.0,2499.0,0.0,11
685310,Transport Defender,Coconut Shavers,Coconut Shavers,,355,90,0,"200,000 .. 500,000",3188,0,4443,0,0.0,0.0,0.0,34
685340,Delivery from the Pain:Survival / 末日方舟:生存,HuaYiTianXin,DigiPotato,,807,193,0,"50,000 .. 100,000",586,0,698,0,799.0,799.0,0.0,6
685690,Guns'n'Stories: Bulletproof VR,MIROWIN,MIROWIN,,380,46,0,"20,000 .. 50,000",195,0,273,0,999.0,999.0,0.0,1
685990,Forgotten Land,Donbass Games,Donbass Games,,42,75,0,"0 .. 20,000",95,0,179,0,99.0,99.0,0.0,1
686090,Bloodlines of Prima,Amazastrophic,Amazastrophic,,39,35,0,"0 .. 20,000",678,0,1015,0,0.0,0.0,0.0,0
686200,Door Kickers: Action Squad,"PixelShard, KillHouse Games",KillHouse Games,,9617,522,0,"1,000,000 .. 2,000,000",413,15,211,15,349.0,1399.0,75.0,32
686240,Gunducky Industries++,The Voices Games,The Voices Games,,5,7,0,"20,000 .. 50,000",0,0,0,0,99.0,99.0,0.0,0
686260,Forged Battalion,Petroglyph,Petroglyph,,637,461,0,"50,000 .. 100,000",251,0,216,0,999.0,999.0,0.0,1
686500,Sylvio 2,Stroboskop,Stroboskop,,47,29,0,"20,000 .. 50,000",0,0,0,0,1499.0,1499.0,0.0,0
686600,Rapture Rejects,"Galvanic Games, Explosm Games",tinyBuild,,687,1056,0,"0 .. 20,000",24,0,24,0,0.0,0.0,0.0,0
686600,Rapture Rejects,"Galvanic Games, Explosm Games",tinyBuild,,687,1056,0,"0 .. 20,000",24,0,24,0,0.0,0.0,0.0,0
686680,Computer Tycoon,Progorion,Progorion,,827,142,0,"0 .. 20,000",213,0,383,0,1999.0,1999.0,0.0,4
686720,SaGa SCARLET GRACE: AMBITIONS,Square Enix,Square Enix,,208,57,0,"20,000 .. 50,000",5653,0,9135,0,899.0,2999.0,70.0,7
686810,Hell Let Loose,Expression Games,Team17,,113447,24230,0,"2,000,000 .. 5,000,000",3725,334,837,191,1999.0,4999.0,60.0,3380
687360,Doodle Jamboree,Mike Laraman,Mike Laraman,,15,1,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
687490,Trivia Vault: Super Heroes Trivia,Ripknot Systems,Ripknot Systems,,77,65,0,"20,000 .. 50,000",180,0,180,0,1399.0,1399.0,0.0,0
687510,WireNet,Xero TR-MMXZ,Xitilon,,22,12,0,"20,000 .. 50,000",207,0,307,0,499.0,499.0,0.0,0
687510,WireNet,Xero TR-MMXZ,Xitilon,,22,12,0,"20,000 .. 50,000",207,0,307,0,499.0,499.0,0.0,0
687540,Tasty Planet,Dingo Games,Dingo Games,,287,57,0,"20,000 .. 50,000",267,0,327,0,359.0,599.0,40.0,3
687590,Juniper's Knot,Dischan Media,Dischan Media,,282,14,0,"0 .. 20,000",312,0,312,0,0.0,0.0,0.0,0
687610,Cat vs. Corgis,Team 7 Lives,Team 7 Lives,,5,2,0,"0 .. 20,000",0,0,0,0,699.0,699.0,0.0,0
687800,Heads Will Roll: Reforged,1917 Studios,Valkyrie Initiative,,833,118,0,"100,000 .. 200,000",2221,0,1053,0,2499.0,2499.0,0.0,56
687850,Head Goal: Soccer Online,Unusualsoft,Unusualsoft,,630,166,0,"50,000 .. 100,000",197,0,86,0,99.0,99.0,0.0,3
687920,Tropical Liquor,Tentacle Games,Sekai Project,,586,144,0,"50,000 .. 100,000",272,0,363,0,999.0,999.0,0.0,0
688060,Odd Realm,Unknown Origin Games Inc,Unknown Origin Games Inc,,818,136,0,"50,000 .. 100,000",377,0,378,0,999.0,1999.0,50.0,7
688130,Pogostuck: Rage With Your Friends,Hendrik Felix Pohl,Hendrik Felix Pohl,,5105,998,0,"200,000 .. 500,000",996,0,333,0,699.0,699.0,0.0,31
688420,Bad North: Jotunn Edition,"Plausible Concept, Oskar Stålberg",Raw Fury,,11367,831,0,"500,000 .. 1,000,000",514,61,238,61,1499.0,1499.0,0.0,64
688470,Han Xiongnu Wars,Shangshi Studio,Shangshi Studio,,2426,1627,0,"200,000 .. 500,000",3932,0,1888,0,699.0,699.0,0.0,75
688620,Tiny Force Deluxe,Sinergia Studios,Sinergia Studios,,4,4,0,"20,000 .. 50,000",0,0,0,0,599.0,599.0,0.0,0
688620,Tiny Force Deluxe,Sinergia Studios,Sinergia Studios,,4,4,0,"20,000 .. 50,000",0,0,0,0,599.0,599.0,0.0,0
688740,Fractured Minds,EmilyMGames,Wired Productions,,312,85,0,"20,000 .. 50,000",41,0,51,0,159.0,199.0,20.0,1
688770,TETRUX: Online,Visigames,Visigames,,92,13,0,"20,000 .. 50,000",38,0,38,0,299.0,299.0,0.0,0
689090,Microtransaction Simulator,chlsea,chlsea,,717,114,0,"50,000 .. 100,000",95,0,87,0,0.0,0.0,0.0,2
689180,Trivia Vault: 1980's Trivia,Ripknot Systems,Ripknot Systems,,91,65,0,"20,000 .. 50,000",1,0,1,0,1399.0,1399.0,0.0,0
689340,LOGistICAL: USA - Florida,Sacada,Sacada,,10,2,0,"0 .. 20,000",0,0,0,0,599.0,599.0,0.0,1
689580,TurnSignal,Ben Otter,Otter-Co,,634,62,0,"1,000,000 .. 2,000,000",45017,3800,25827,7588,0.0,0.0,0.0,44
689600,Little Earth,RedRabbit Animation,Red Rabbit Company Limited,,1,0,0,"0 .. 20,000",0,0,0,0,499.0,499.0,0.0,0
689720,Gangsta Underground : The Poker,Reality Reflection,Mossland Ltd.,,46,17,0,"20,000 .. 50,000",0,0,0,0,0.0,0.0,0.0,0
689720,Gangsta Underground : The Poker,Reality Reflection,Mossland Ltd.,,46,17,0,"20,000 .. 50,000",0,0,0,0,0.0,0.0,0.0,0
689790,VEGAS Pro 15 Edit Steam Edition,MAGIX Software GmbH,MAGIX Software GmbH,,157,90,0,"0 .. 20,000",2742,0,3017,0,0.0,0.0,0.0,6
689900,Darkestville Castle,Epic Llama Games,ESDigital Games,,590,43,0,"50,000 .. 100,000",483,0,483,0,1499.0,1499.0,0.0,4
690040,SUPERHOT: MIND CONTROL DELETE,SUPERHOT Team,SUPERHOT Team,,10143,1872,0,"1,000,000 .. 2,000,000",307,44,110,44,2499.0,2499.0,0.0,32
690060,SORE,Bazitov Mikhail,Bazitov Mikhail,,223,112,0,"100,000 .. 200,000",61,0,22,0,0.0,0.0,0.0,0
690120,Inked: A Tale of Love,Somnium Games d.o.o.,Somnium Games d.o.o.,,197,36,0,"50,000 .. 100,000",39,0,48,0,999.0,999.0,0.0,1
690260,Tower Miners,CaveDave,CaveDave,,2,1,0,"0 .. 20,000",0,0,0,0,299.0,299.0,0.0,0
690530,灵魂筹码 Soul at Stake,Chongming Studio,Chongming Studio,,6347,2089,0,"500,000 .. 1,000,000",3444,0,269,0,1799.0,1799.0,0.0,1
690560,I Am Overburdened,Magic Item Tech,Magic Item Tech,,135,19,0,"20,000 .. 50,000",912,0,912,0,499.0,499.0,0.0,0
690610,MagiCats Builder (Crazy Dreamz),Dreamz Studio,Dreamz Studio,,115,72,0,"50,000 .. 100,000",311,0,594,0,0.0,0.0,0.0,0
690640,Trine 4: The Nightmare Prince,Frozenbyte,Frozenbyte,,11924,1455,0,"1,000,000 .. 2,000,000",474,37,370,44,2999.0,2999.0,0.0,76
690770,SOUND FORGE Audio Studio 12 Steam Edition,MAGIX Software GmbH,MAGIX Software GmbH,,55,11,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,2
690790,DiRT Rally 2.0,Codemasters,"Codemasters, Electronic Arts",,39383,5212,0,"1,000,000 .. 2,000,000",1184,171,327,294,1399.0,1999.0,30.0,631
690830,Foundation,Polymorph Games,Polymorph Games,,17195,2937,0,"500,000 .. 1,000,000",1586,79,888,111,2449.0,3499.0,30.0,844
690930,Evening Surprise,"Aleksandr Soldatov, Leonid Kozhushko",Aleksandr Soldatov,,646,76,0,"20,000 .. 50,000",86,0,126,0,0.0,0.0,0.0,1
690980,TO4: Tactical Operations,TacByte,TacByte,,200,72,0,"50,000 .. 100,000",0,0,0,0,0.0,0.0,0.0,0
690980,TO4: Tactical Operations,TacByte,TacByte,,200,72,0,"50,000 .. 100,000",0,0,0,0,0.0,0.0,0.0,0
691020,Fog Of War - Free Edition,Monkeys Lab.,Monkeys Lab.,,916,827,0,"200,000 .. 500,000",332,0,30,0,0.0,0.0,0.0,1
691160,Electronauts - VR Music,Survios,Survios,,449,41,0,"20,000 .. 50,000",182,0,130,0,1999.0,1999.0,0.0,0
691190,Desktop Audio Visualizer,RainySoft,RainySoft,,38,24,0,"0 .. 20,000",2237,0,2237,0,299.0,299.0,0.0,5
691260,POPULATION: ONE,"BigBox VR, Inc.","BigBox VR, Inc.",,2070,431,0,"500,000 .. 1,000,000",593,0,197,0,1999.0,1999.0,0.0,18
